GHCN_ID,month,day,hour,MAM-TAVG-NORMAL,meas_flag_MAM-TAVG-NORMAL,comp_flag_MAM-TAVG-NORMAL,years_MAM-TAVG-NORMAL,MAM-TMIN-NORMAL,meas_flag_MAM-TMIN-NORMAL,comp_flag_MAM-TMIN-NORMAL,years_MAM-TMIN-NORMAL,MAM-TMAX-NORMAL,meas_flag_MAM-TMAX-NORMAL,comp_flag_MAM-TMAX-NORMAL,years_MAM-TMAX-NORMAL,MAM-DUTR-NORMAL,meas_flag_MAM-DUTR-NORMAL,comp_flag_MAM-DUTR-NORMAL,years_MAM-DUTR-NORMAL
USC00285243,99,99,99,    53.0, ,E, 2,    45.5, ,E, 2,    60.5, ,E, 2,    15.0, ,E, 2
USC00285728,99,99,99,    54.0, ,R,18,    42.7, ,R,18,    65.3, ,R,18,    22.6, ,R,18
USC00286055,99,99,99,    51.3, ,S,28,    40.8, ,S,29,    61.7, ,S,28,    20.9, ,S,28
USC00286177,99,99,99,    48.7, ,R,12,    37.8, ,R,12,    59.5, ,R,12,    21.7, ,R,12
USC00286964,99,99,99,    51.1, ,R,19,    40.7, ,S,27,    61.6, ,R,19,    20.8, ,R,19
USC00286979,99,99,99,    50.2, ,R,10,    39.4, ,R,10,    61.0, ,R,10,    21.6, ,R,10
USC00287079,99,99,99,    53.1, ,R,12,    41.7, ,R,12,    64.5, ,R,16,    22.8, ,R,12
USC00287936,99,99,99,    52.5, ,S,26,    42.7, ,S,26,    62.4, ,S,29,    19.7, ,S,26
USC00288194,99,99,99,    48.8, ,R,14,    36.6, ,R,15,    61.1, ,R,14,    24.5, ,R,14
USC00288644,99,99,99,    47.4, ,R,22,    35.7, ,R,22,    59.1, ,S,27,    23.4, ,R,22
USC00288648,99,99,99,    47.8, ,R,13,    37.9, ,R,13,    57.8, ,R,13,    19.9, ,R,13
USC00288816,99,99,99,    49.9, ,R,13,    38.6, ,R,13,    61.3, ,R,19,    22.8, ,R,13
USC00288880,99,99,99,    51.4, ,R,11,    40.5, ,R,11,    62.3, ,R,13,    21.9, ,R,11
USC00289187,99,99,99,    49.3, ,R,14,    39.2, ,R,14,    59.4, ,R,14,    20.3, ,R,14
USC00289363,99,99,99,    50.4, ,R,20,    39.9, ,R,21,    61.0, ,R,20,    21.1, ,R,20
USC00289910,99,99,99,    53.9, ,R,12,    41.9, ,R,12,    65.9, ,R,12,    23.9, ,R,12
USC00290041,99,99,99,    49.8, ,R,23,    35.7, ,S,25,    64.0, ,R,23,    28.3, ,R,23
USC00290199,99,99,99,    63.3, ,R,12,    50.7, ,R,12,    76.0, ,R,14,    25.4, ,R,12
USC00290225,99,99,99,    55.0, ,R,14,    41.3, ,R,14,    68.7, ,R,23,    27.4, ,R,14
USC00290231,99,99,99,    56.7, ,S,28,    40.4, ,S,28,    72.9, ,S,29,    32.5, ,S,28
USC00290245,99,99,99,    50.0, ,S,26,    32.2, ,S,26,    67.9, ,S,26,    35.7, ,S,26
USC00290377,99,99,99,    53.5, ,S,24,    38.1, ,S,24,    69.0, ,S,27,    30.9, ,S,24
USC00290407,99,99,99,    40.5, ,R,12,    25.8, ,R,12,    55.2, ,R,18,    29.4, ,R,12
USC00290417,99,99,99,    61.7, ,S,24,    46.0, ,S,26,    77.4, ,S,24,    31.4, ,S,24
USC00290426,99,99,99,    59.5, ,R,21,    41.8, ,R,21,    77.2, ,R,23,    35.4, ,R,21
USC00290525,99,99,99,    57.0, ,R,13,    39.3, ,R,13,    74.7, ,R,13,    35.4, ,R,13
USC00290600,99,99,99,    60.7, ,S,26,    42.8, ,S,26,    78.6, ,S,28,    35.9, ,S,26
USC00290640,99,99,99,    47.8, ,R,25,    32.0, ,S,25,    63.7, ,S,25,    31.7, ,R,25
USC00290692,99,99,99,    52.3, ,R,24,    33.6, ,S,24,    71.1, ,S,26,    37.5, ,R,24
USC00290915,99,99,99,    57.1, ,R,16,    38.0, ,R,18,    76.3, ,R,16,    38.3, ,R,16
USC00290983,99,99,99,    56.3, ,S,26,    39.6, ,S,26,    72.9, ,S,26,    33.3, ,S,26
USC00290992,99,99,99,    59.7, ,R,22,    41.2, ,R,22,    78.3, ,S,24,    37.1, ,R,22
USC00291063,99,99,99,    53.6, ,R,22,    37.9, ,R,22,    69.3, ,R,22,    31.4, ,R,22
USC00291138,99,99,99,    58.1, ,R,23,    37.3, ,R,23,    78.9, ,S,25,    41.6, ,R,23
USC00291153,99,99,99,    63.6, ,R,19,    47.8, ,R,19,    79.4, ,R,21,    31.6, ,R,19
USC00291180,99,99,99,    42.7, ,R,10,    28.8, ,R,10,    56.6, ,R,11,    27.8, ,R,10
USC00291286,99,99,99,    62.7, ,R,22,    45.9, ,R,23,    79.6, ,R,22,    33.7, ,R,22
USC00291440,99,99,99,    52.9, ,R,20,    36.4, ,R,20,    69.5, ,R,20,    33.1, ,R,20
USC00291445,99,99,99,    58.5, ,R,13,    42.0, ,R,13,    74.9, ,R,13,    32.9, ,R,13
USC00291450,99,99,99,    48.2, ,R,14,    31.7, ,R,15,    64.8, ,R,14,    33.1, ,R,14
USC00291469,99,99,99,    64.5, ,S,26,    49.0, ,S,26,    80.0, ,S,28,    31.0, ,S,26
USC00291480,99,99,99,    63.0, ,R,20,    50.1, ,R,20,    75.9, ,R,22,    25.8, ,R,20
USC00291515,99,99,99,    56.2, ,R,17,    39.1, ,R,17,    73.3, ,R,17,    34.2, ,R,17
USC00291630,99,99,99,    44.6, ,R,23,    27.7, ,R,23,    61.6, ,R,23,    33.9, ,R,23
USC00291647,99,99,99,    48.2, ,R,23,    29.6, ,R,23,    66.7, ,R,23,    37.1, ,R,23
USC00291664,99,99,99,    40.7, ,S,26,    24.6, ,S,26,    56.7, ,S,26,    32.1, ,S,26
USC00291813,99,99,99,    49.0, ,S,28,    32.6, ,S,28,    65.4, ,S,28,    32.8, ,S,28
USC00291883,99,99,99,    52.4, ,R,11,    35.3, ,R,11,    69.4, ,R,16,    34.1, ,R,11
USC00291910,99,99,99,    53.9, ,S,26,    33.7, ,S,26,    74.1, ,S,26,    40.4, ,S,26
USC00291918,99,99,99,    48.7, ,R,12,    33.0, ,R,12,    64.5, ,R,13,    31.5, ,R,12
USC00291931,99,99,99,    44.9, ,S,29,    31.7, ,S,29,    58.2, ,S,29,    26.6, ,S,29
USC00291939,99,99,99,    58.1, ,R,15,    43.1, ,R,15,    73.2, ,R,16,    30.1, ,R,15
USC00291963,99,99,99,    55.9, ,R,22,    39.8, ,R,22,    71.9, ,S,28,    32.1, ,R,22
USC00291982,99,99,99,    54.8, ,S,25,    37.6, ,S,26,    72.1, ,S,25,    34.5, ,S,25
USC00292030,99,99,99,    58.9, ,S,29,    45.0, ,S,29,    72.9, ,S,29,    27.9, ,S,29
USC00292095,99,99,99,    51.8, ,R,16,    38.3, ,R,16,    65.3, ,R,18,    27.0, ,R,16
USC00292100,99,99,99,    54.4, ,R,19,    37.2, ,R,19,    71.6, ,S,26,    34.4, ,R,19
USC00292241,99,99,99,    47.3, ,R,13,    29.9, ,R,13,    64.6, ,R,18,    34.7, ,R,13
USC00292250,99,99,99,    51.7, ,S,24,    34.1, ,S,24,    69.3, ,S,29,    35.2, ,S,24
USC00292365,99,99,99,    61.8, ,R,10,    45.3, ,R,10,    78.4, ,R,10,    33.1, ,R,10
USC00292436,99,99,99,    61.5, ,R,19,    43.0, ,R,19,    79.9, ,R,20,    36.9, ,R,19
USC00292510,99,99,99,    55.1, ,S,27,    36.7, ,S,27,    73.5, ,S,28,    36.9, ,S,27
USC00292608,99,99,99,    46.3, ,S,27,    27.9, ,S,27,    64.8, ,S,28,    36.9, ,S,27
USC00292700,99,99,99,    40.8, ,S,25,    24.6, ,S,25,    57.0, ,S,26,    32.4, ,S,25
USC00292785,99,99,99,    46.1, ,S,25,    28.4, ,S,25,    63.8, ,S,26,    35.4, ,S,25
USC00292820,99,99,99,    47.8, ,R,16,    32.7, ,R,16,    62.9, ,R,22,    30.1, ,R,16
USC00292837,99,99,99,    43.2, ,R,23,    26.2, ,R,23,    60.3, ,S,24,    34.1, ,R,23
USC00292848,99,99,99,    63.3, ,R,24,    48.8, ,S,24,    77.7, ,S,25,    28.9, ,R,24
USC00292854,99,99,99,    58.9, ,R,16,    41.9, ,R,16,    75.8, ,R,20,    33.9, ,R,16
USC00292865,99,99,99,    53.0, ,R,22,    34.5, ,S,25,    71.5, ,R,22,    37.0, ,R,22
USC00293031,99,99,99,    51.7, ,R,19,    33.1, ,R,19,    70.2, ,R,19,    37.1, ,R,19
USC00293060,99,99,99,    50.6, ,R,23,    31.3, ,R,23,    69.9, ,S,25,    38.7, ,R,23
USC00293142,99,99,99,    51.8, ,R,25,    37.5, ,S,25,    66.0, ,S,26,    28.5, ,R,25
USC00293157,99,99,99,    57.7, ,R,20,    40.1, ,R,20,    75.4, ,R,22,    35.3, ,R,20
USC00293180,99,99,99,    47.8, ,R,14,    29.0, ,R,14,    66.7, ,R,17,    37.7, ,R,14
USC00293265,99,99,99,    58.2, ,R,14,    43.5, ,R,14,    73.0, ,R,18,    29.4, ,R,14
USC00293294,99,99,99,    59.0, ,R,18,    43.6, ,R,18,    74.5, ,R,21,    30.9, ,R,18
USC00293296,99,99,99,    59.6, ,R,13,    41.3, ,R,13,    77.9, ,R,13,    36.6, ,R,13
USC00293340,99,99,99,    50.6, ,R,15,    32.4, ,R,15,    68.7, ,R,15,    36.3, ,R,15
USC00293368,99,99,99,    61.1, ,R,11,    43.7, ,R,11,    78.4, ,R,13,    34.7, ,R,11
USC00293428,99,99,99,    48.5, ,R,15,    32.0, ,R,15,    65.0, ,R,17,    33.0, ,R,15
USC00293488,99,99,99,    43.8, ,R,25,    29.9, ,S,25,    57.6, ,S,25,    27.7, ,R,25
USC00293530,99,99,99,    52.0, ,R,20,    30.4, ,R,20,    73.5, ,S,25,    43.1, ,R,20
USC00293577,99,99,99,    54.7, ,R,21,    34.9, ,R,21,    74.5, ,S,25,    39.6, ,R,21
USC00293649,99,99,99,    53.5, ,S,27,    37.3, ,S,27,    69.7, ,S,28,    32.5, ,S,27
USC00293682,99,99,99,    51.1, ,R,21,    31.0, ,R,21,    71.1, ,R,22,    40.2, ,R,21
USC00293706,99,99,99,    50.4, ,S,25,    35.1, ,S,25,    65.7, ,S,27,    30.6, ,S,25
USC00293775,99,99,99,    59.3, ,R,20,    39.9, ,R,20,    78.6, ,R,21,    38.7, ,R,20
USC00294009,99,99,99,    57.9, ,S,28,    40.7, ,S,28,    75.1, ,S,29,    34.5, ,S,28
USC00294026,99,99,99,    62.5, ,R,18,    48.1, ,R,18,    76.9, ,R,22,    28.8, ,R,18
USC00294030,99,99,99,    63.0, ,R,14,    47.3, ,R,14,    78.8, ,R,15,    31.5, ,R,14
USC00294112,99,99,99,    61.7, ,R,17,    46.7, ,R,17,    76.6, ,R,18,    29.9, ,R,17
USC00294346,99,99,99,    63.9, ,R,15,    46.9, ,R,15,    80.9, ,R,19,    34.0, ,R,15
USC00294366,99,99,99,    54.9, ,R,15,    39.7, ,R,15,    70.1, ,R,15,    30.4, ,R,15
USC00294369,99,99,99,    50.9, ,R,18,    33.7, ,R,18,    68.0, ,R,22,    34.3, ,R,18
USC00294398,99,99,99,    47.0, ,E, 7,    29.9, ,E, 7,    64.1, ,E, 7,    34.2, ,E, 7
USC00294426,99,99,99,    58.6, ,R,22,    38.9, ,R,22,    78.3, ,R,23,    39.4, ,R,22
USC00294742,99,99,99,    42.6, ,R,21,    27.5, ,R,21,    57.7, ,S,27,    30.2, ,R,21
USC00294862,99,99,99,    47.8, ,R,19,    28.1, ,R,19,    67.5, ,R,20,    39.5, ,R,19
USC00294960,99,99,99,    44.7, ,R,20,    28.6, ,R,22,    60.7, ,R,20,    32.2, ,R,20
USC00295079,99,99,99,    60.3, ,E,11,    38.5, ,R,11,    82.1, ,R,19,    43.6, ,E,11
USC00295084,99,99,99,    49.0, ,S,27,    36.4, ,S,27,    61.5, ,S,29,    25.2, ,S,27
USC00295150,99,99,99,    55.7, ,S,24,    37.9, ,S,24,    73.5, ,S,28,    35.7, ,S,24
USC00295273,99,99,99,    46.2, ,R,15,    24.5, ,R,15,    67.9, ,R,19,    43.4, ,R,15
USC00295290,99,99,99,    47.4, ,R,13,    33.8, ,R,13,    60.9, ,R,13,    27.2, ,R,13
USC00295490,99,99,99,    47.7, ,R,17,    29.5, ,R,17,    65.9, ,R,21,    36.4, ,R,17
USC00295516,99,99,99,    55.6, ,R,19,    40.3, ,R,20,    70.9, ,R,19,    30.6, ,R,19
USC00295560,99,99,99,    44.1, ,R,19,    27.5, ,R,19,    60.7, ,R,21,    33.3, ,R,19
USC00295617,99,99,99,    58.8, ,S,26,    42.1, ,S,26,    75.4, ,S,26,    33.3, ,S,26
USC00295908,99,99,99,    49.0, ,R,20,    30.9, ,R,20,    67.0, ,R,21,    36.1, ,R,20
USC00295937,99,99,99,    53.3, ,S,27,    36.2, ,S,27,    70.5, ,S,29,    34.3, ,S,27
USC00295960,99,99,99,    52.1, ,S,26,    38.4, ,S,26,    65.8, ,S,28,    27.4, ,S,26
USC00295965,99,99,99,    52.7, ,R,22,    37.1, ,R,22,    68.4, ,S,24,    31.3, ,R,22
USC00295968,99,99,99,    50.0, ,R,11,    33.3, ,R,11,    66.7, ,R,11,    33.4, ,R,11
USC00296061,99,99,99,    52.2, ,R,14,    37.1, ,R,14,    67.2, ,R,16,    30.1, ,R,14
USC00296115,99,99,99,    57.7, ,E,11,    41.0, ,R,11,    74.5, ,R,11,    33.5, ,E,11
USC00296275,99,99,99,    45.7, ,S,25,    29.6, ,S,28,    61.7, ,S,25,    32.1, ,S,25
USC00296281,99,99,99,    62.4, ,R,15,    46.1, ,R,15,    78.7, ,R,16,    32.6, ,R,15
USC00296435,99,99,99,    63.4, ,R,12,    46.6, ,R,15,    80.2, ,R,12,    33.7, ,R,12
USC00296465,99,99,99,    49.4, ,R,21,    35.4, ,R,21,    63.5, ,R,21,    28.1, ,R,21
USC00296619,99,99,99,    49.4, ,S,24,    33.2, ,S,24,    65.6, ,S,28,    32.4, ,S,24
USC00296676,99,99,99,    48.4, ,R,21,    31.9, ,R,21,    64.9, ,S,27,    33.0, ,R,21
USC00296687,99,99,99,    50.5, ,S,27,    33.1, ,S,27,    67.9, ,S,29,    34.9, ,S,27
USC00296754,99,99,99,    57.2, ,R,19,    41.7, ,R,21,    72.7, ,R,19,    30.9, ,R,19
USC00296804,99,99,99,    58.1, ,R,22,    41.4, ,R,23,    74.8, ,R,22,    33.5, ,R,22
USC00296812,99,99,99,    48.7, ,R,15,    33.5, ,R,15,    64.0, ,R,22,    30.5, ,R,15
USC00296911,99,99,99,    55.3, ,E,10,    40.3, ,E,10,    70.4, ,E,10,    30.1, ,E,10
USC00297008,99,99,99,    60.1, ,S,25,    43.4, ,S,25,    76.8, ,S,29,    33.4, ,S,25
USC00297180,99,99,99,    47.1, ,R,14,    28.0, ,R,14,    66.1, ,R,15,    38.2, ,R,14
USC00297226,99,99,99,    55.6, ,S,25,    38.9, ,S,25,    72.3, ,S,25,    33.4, ,S,25
USC00297254,99,99,99,    55.5, ,R,16,    38.0, ,R,17,    73.0, ,R,16,    35.1, ,R,16
USC00297279,99,99,99,    47.6, ,R,24,    34.6, ,S,26,    60.6, ,S,24,    26.0, ,R,24
USC00297280,99,99,99,    47.4, ,R,19,    30.2, ,R,22,    64.7, ,R,19,    34.5, ,R,19
USC00297323,99,99,99,    38.0, ,R,18,    22.9, ,R,18,    53.1, ,R,20,    30.1, ,R,18
USC00297340,99,99,99,    58.1, ,S,24,    37.4, ,S,24,    78.7, ,S,30,    41.3, ,S,24
USC00297386,99,99,99,    51.8, ,E, 7,    29.2, ,E, 7,    74.5, ,E, 9,    45.3, ,E, 7
USC00297461,99,99,99,    56.7, ,E, 4,    37.6, ,E, 4,    75.8, ,E, 4,    38.2, ,E, 4
USC00297477,99,99,99,    55.9, ,R,10,    40.1, ,R,10,    71.8, ,R,11,    31.7, ,R,10
USC00297481,99,99,99,    57.2, ,R,10,    41.1, ,R,11,    73.3, ,R,10,    32.2, ,R,10
USC00297585,99,99,99,    53.8, ,R,14,    39.2, ,R,14,    68.4, ,R,14,    29.2, ,R,14
USC00297605,99,99,99,    59.2, ,R,12,    41.6, ,R,12,    76.7, ,R,12,    35.1, ,R,12
USC00297638,99,99,99,    51.5, ,R,17,    36.0, ,R,18,    67.0, ,R,17,    31.1, ,R,17
USC00297649,99,99,99,    49.2, ,R,13,    33.4, ,R,13,    65.1, ,R,19,    31.7, ,R,13
USC00297867,99,99,99,    59.7, ,S,29,    43.8, ,S,29,    75.5, ,S,29,    31.7, ,S,29
USC00298015,99,99,99,    48.7, ,R,10,    33.7, ,R,10,    63.6, ,R,10,    29.9, ,R,10
USC00298085,99,99,99,    49.0, ,S,27,    33.2, ,S,27,    64.9, ,S,27,    31.7, ,S,27
USC00298088,99,99,99,    49.8, ,R,18,    35.6, ,R,18,    63.9, ,R,18,    28.3, ,R,18
USC00298107,99,99,99,    57.9, ,R,16,    40.3, ,R,16,    75.4, ,R,17,    35.1, ,R,16
USC00298127,99,99,99,    63.0, ,R,17,    47.2, ,R,17,    78.9, ,R,19,    31.7, ,R,17
USC00298387,99,99,99,    58.0, ,R,19,    41.2, ,R,20,    74.9, ,R,19,    33.7, ,R,19
USC00298501,99,99,99,    52.3, ,R,16,    36.0, ,R,18,    68.6, ,R,16,    32.6, ,R,16
USC00298518,99,99,99,    49.6, ,R,20,    33.3, ,R,20,    66.0, ,R,22,    32.7, ,R,20
USC00298524,99,99,99,    47.0, ,R,17,    28.9, ,R,18,    65.1, ,R,17,    36.2, ,R,17
USC00298535,99,99,99,    62.7, ,S,25,    46.4, ,S,25,    79.0, ,S,28,    32.6, ,S,25
USC00298596,99,99,99,    59.0, ,S,27,    42.2, ,S,29,    75.8, ,S,27,    33.6, ,S,27
USC00298668,99,99,99,    47.3, ,R,11,    30.9, ,R,11,    63.7, ,R,14,    32.8, ,R,11
USC00298713,99,99,99,    58.0, ,R,20,    40.9, ,R,20,    75.2, ,S,25,    34.3, ,R,20
USC00298834,99,99,99,    48.5, ,R,12,    29.5, ,R,12,    67.4, ,R,17,    37.9, ,R,12
USC00298845,99,99,99,    42.0, ,R,20,    24.6, ,R,20,    59.4, ,R,20,    34.8, ,R,20
USC00299031,99,99,99,    50.6, ,S,27,    33.2, ,S,29,    68.0, ,S,27,    34.9, ,S,27
USC00299085,99,99,99,    42.2, ,R,11,    26.1, ,R,11,    58.3, ,R,12,    32.2, ,R,11
USC00299128,99,99,99,    62.5, ,R,23,    45.6, ,R,23,    79.3, ,R,23,    33.7, ,R,23
USC00299156,99,99,99,    58.3, ,S,26,    42.9, ,S,26,    73.6, ,S,29,    30.7, ,S,26
USC00299165,99,99,99,    61.1, ,R,24,    45.6, ,S,24,    76.5, ,S,25,    30.9, ,R,24
USC00299330,99,99,99,    48.6, ,R,20,    29.6, ,R,20,    67.6, ,S,24,    38.0, ,R,20
USC00299496,99,99,99,    53.5, ,R,11,    37.8, ,R,11,    69.3, ,R,12,    31.5, ,R,11
USC00299569,99,99,99,    64.4, ,S,25,    47.3, ,S,25,    81.4, ,S,26,    34.1, ,S,25
USC00299686,99,99,99,    60.5, ,S,24,    41.6, ,S,24,    79.4, ,S,28,    37.8, ,S,24
USC00299691,99,99,99,    55.7, ,R,23,    40.0, ,R,23,    71.4, ,R,23,    31.4, ,R,23
USC00299806,99,99,99,    52.6, ,R,21,    33.9, ,R,21,    71.3, ,R,23,    37.4, ,R,21
USC00299820,99,99,99,    40.2, ,S,27,    24.2, ,S,27,    56.1, ,S,29,    31.9, ,S,27
USC00299851,99,99,99,    57.6, ,S,25,    41.9, ,S,25,    73.2, ,S,27,    31.3, ,S,25
USC00300023,99,99,99,    44.1, ,R,18,    31.2, ,R,18,    57.0, ,R,22,    25.8, ,R,18
USC00300055,99,99,99,    46.5, ,S,28,    35.9, ,S,28,    57.2, ,S,29,    21.4, ,S,28
USC00300063,99,99,99,    44.5, ,S,27,    33.5, ,S,29,    55.5, ,S,27,    22.0, ,S,27
USC00300085,99,99,99,    43.2, ,R,23,    30.2, ,R,23,    56.1, ,S,28,    25.9, ,R,23
USC00300183,99,99,99,    43.8, ,S,26,    30.7, ,S,26,    57.0, ,S,28,    26.2, ,S,26
USC00300321,99,99,99,    44.5, ,R,19,    33.9, ,R,19,    55.2, ,R,19,    21.2, ,R,19
USC00300331,99,99,99,    44.8, ,S,27,    35.3, ,S,27,    54.2, ,S,27,    18.9, ,S,27
USC00300343,99,99,99,    45.1, ,S,29,    34.5, ,S,29,    55.8, ,S,29,    21.3, ,S,29
USC00300364,99,99,99,    47.5, ,R,11,    37.7, ,R,11,    57.3, ,R,11,    19.5, ,R,11
USC00300443,99,99,99,    45.3, ,S,26,    35.3, ,S,30,    55.3, ,S,26,    20.0, ,S,26
USC00300448,99,99,99,    44.5, ,R,19,    31.0, ,R,19,    58.0, ,R,20,    27.1, ,R,19
USC00300668,99,99,99,    41.2, ,R,19,    28.5, ,R,19,    53.8, ,R,20,    25.3, ,R,19
USC00300785,99,99,99,    39.8, ,S,26,    30.2, ,S,26,    49.4, ,S,28,    19.2, ,S,26
USC00300870,99,99,99,    43.9, ,E, 5,    32.9, ,E, 5,    54.8, ,E, 5,    21.9, ,E, 5
USC00300889,99,99,99,    46.9, ,S,26,    38.4, ,S,28,    55.4, ,S,26,    16.9, ,S,26
USC00300937,99,99,99,    45.7, ,E, 4,    36.4, ,E, 4,    55.0, ,E, 4,    18.6, ,E, 4
USC00300961,99,99,99,    52.9, ,R,10,    44.5, ,R,10,    61.3, ,R,10,    16.8, ,R,10
USC00301068,99,99,99,    45.1, ,E,10,    32.4, ,E,10,    57.8, ,E,10,    25.5, ,E,10
USC00301095,99,99,99,    47.0, ,R,19,    35.9, ,R,19,    58.1, ,R,19,    22.2, ,R,19
USC00301102,99,99,99,    43.5, ,R,10,    32.2, ,R,10,    54.8, ,R,10,    22.6, ,R,10
USC00301110,99,99,99,    42.5, ,R,19,    31.5, ,R,19,    53.5, ,R,19,    22.0, ,R,19
USC00301152,99,99,99,    45.4, ,S,29,    35.7, ,S,29,    55.2, ,S,30,    19.5, ,S,29
USC00301211,99,99,99,    46.2, ,R,12,    36.8, ,R,16,    55.6, ,R,12,    18.8, ,R,12
USC00301309,99,99,99,    49.9, ,R,16,    40.9, ,R,16,    58.9, ,R,16,    18.0, ,R,16
USC00301401,99,99,99,    45.3, ,R,16,    35.3, ,R,16,    55.3, ,R,17,    20.1, ,R,16
USC00301436,99,99,99,    43.3, ,R,17,    33.3, ,R,17,    53.4, ,R,17,    20.1, ,R,17
USC00301595,99,99,99,    43.2, ,S,29,    32.4, ,S,29,    54.0, ,S,29,    21.6, ,S,29
USC00301623,99,99,99,    43.1, ,R,11,    32.2, ,R,11,    54.0, ,R,11,    21.8, ,R,11
USC00301625,99,99,99,    43.2, ,R,15,    34.1, ,R,15,    52.3, ,R,16,    18.2, ,R,15
USC00301664,99,99,99,    41.7, ,E, 8,    31.1, ,E, 8,    52.3, ,E, 9,    21.2, ,E, 8
USC00301708,99,99,99,    43.4, ,R,22,    33.9, ,R,22,    52.9, ,S,24,    19.1, ,R,22
USC00301752,99,99,99,    40.7, ,S,26,    33.7, ,S,27,    47.7, ,S,26,    13.9, ,S,26
USC00301761,99,99,99,    46.1, ,R,19,    34.1, ,R,19,    58.1, ,R,19,    23.9, ,R,19
USC00301787,99,99,99,    42.7, ,S,24,    30.6, ,S,24,    54.8, ,S,29,    24.2, ,S,24
USC00301966,99,99,99,    42.9, ,S,29,    32.5, ,S,29,    53.2, ,S,29,    20.7, ,S,29
USC00301974,99,99,99,    46.8, ,S,28,    35.4, ,S,28,    58.1, ,S,29,    22.8, ,S,28
USC00302031,99,99,99,    44.4, ,R,10,    32.6, ,R,10,    56.2, ,R,12,    23.7, ,R,10
USC00302036,99,99,99,    43.3, ,S,24,    31.5, ,S,24,    55.1, ,S,24,    23.6, ,S,24
USC00302060,99,99,99,    46.6, ,R,21,    34.9, ,R,22,    58.3, ,R,21,    23.4, ,R,21
USC00302129,99,99,99,    51.2, ,R,20,    40.2, ,R,20,    62.2, ,R,20,    21.9, ,R,20
USC00302151,99,99,99,    49.0, ,E, 5,    42.8, ,E, 5,    55.2, ,E, 5,    12.4, ,E, 5
USC00302169,99,99,99,    43.8, ,E, 9,    31.1, ,E, 9,    56.5, ,E, 9,    25.4, ,E, 9
USC00302197,99,99,99,    44.7, ,E, 5,    34.9, ,E, 5,    54.5, ,E, 5,    19.6, ,E, 5
USC00302366,99,99,99,    41.1, ,S,28,    29.5, ,S,28,    52.6, ,S,28,    23.1, ,S,28
USC00302454,99,99,99,    43.6, ,R,11,    31.0, ,R,11,    56.2, ,R,11,    25.2, ,R,11
USC00302574,99,99,99,    41.3, ,E, 9,    31.3, ,E, 9,    51.3, ,E, 9,    20.1, ,E, 9
USC00302610,99,99,99,    45.9, ,S,30,    33.6, ,S,30,    58.2, ,S,30,    24.5, ,S,30
USC00302627,99,99,99,    45.5, ,R,14,    33.3, ,R,14,    57.6, ,R,14,    24.3, ,R,14
USC00303025,99,99,99,    43.0, ,S,29,    31.5, ,S,29,    54.6, ,S,29,    23.1, ,S,29
USC00303033,99,99,99,    47.9, ,R,17,    38.4, ,R,21,    57.3, ,R,17,    18.9, ,R,17
USC00303050,99,99,99,    42.7, ,R,10,    32.2, ,R,10,    53.3, ,R,10,    21.1, ,R,10
USC00303087,99,99,99,    45.0, ,R,11,    34.9, ,R,11,    55.1, ,R,11,    20.2, ,R,11
USC00303184,99,99,99,    44.2, ,S,30,    35.0, ,S,30,    53.4, ,S,30,    18.4, ,S,30
USC00303284,99,99,99,    43.7, ,R,20,    29.8, ,R,21,    57.6, ,R,20,    27.8, ,R,20
USC00303322,99,99,99,    39.0, ,R,10,    29.3, ,R,10,    48.8, ,R,10,    19.5, ,R,10
USC00303346,99,99,99,    41.4, ,S,25,    30.1, ,S,25,    52.6, ,S,29,    22.4, ,S,25
USC00303360,99,99,99,    44.4, ,R,14,    34.7, ,R,14,    54.1, ,R,14,    19.4, ,R,14
USC00303773,99,99,99,    45.6, ,S,28,    34.9, ,S,28,    56.3, ,S,29,    21.4, ,S,28
USC00303851,99,99,99,    38.4, ,E,10,    26.8, ,E,10,    49.9, ,E,10,    23.1, ,E,10
USC00303955,99,99,99,    45.1, ,S,27,    33.7, ,S,27,    56.4, ,S,28,    22.7, ,S,27
USC00303983,99,99,99,    42.8, ,R,10,    30.6, ,R,10,    54.9, ,R,10,    24.3, ,R,10
USC00304025,99,99,99,    49.9, ,R,23,    38.1, ,R,23,    61.7, ,R,23,    23.5, ,R,23
USC00304102,99,99,99,    38.5, ,S,29,    27.6, ,S,29,    49.4, ,S,30,    21.9, ,S,29
USC00304174,99,99,99,    43.6, ,S,29,    32.9, ,S,29,    54.2, ,S,29,    21.3, ,S,29
USC00304207,99,99,99,    45.1, ,S,25,    33.8, ,S,27,    56.4, ,S,25,    22.6, ,S,25
USC00304555,99,99,99,    38.7, ,R,23,    28.2, ,S,25,    49.2, ,R,23,    21.0, ,R,23
USC00304575,99,99,99,    43.3, ,S,26,    30.9, ,S,26,    55.7, ,S,27,    24.9, ,S,26
USC00304647,99,99,99,    43.4, ,R,16,    32.2, ,R,16,    54.6, ,R,16,    22.4, ,R,16
USC00304731,99,99,99,    43.0, ,S,25,    32.2, ,S,25,    53.9, ,S,28,    21.7, ,S,25
USC00304791,99,99,99,    43.0, ,R,15,    31.7, ,R,15,    54.3, ,R,16,    22.6, ,R,15
USC00304808,99,99,99,    42.4, ,S,28,    30.6, ,S,28,    54.1, ,S,28,    23.5, ,S,28
